,word,pad
9421,парусе,P
9422,парус,V
9423,парус,I
9424,парусу,D
9425,парусом,T
9426,паспорта,R
9427,паспорте,P
9428,паспорт,V
9429,паспорт,I
9430,паспорту,D
9431,паспортом,T
9432,пассажира,R
9433,пассажире,P
9434,пассажира,V
9435,пассажир,I
9436,пассажиру,D
9437,пассажиром,T
9438,пассажирского,R
9439,пассажирском,P
9440,пассажирский,V
9441,пассажирский,I
9442,пассажирскому,D
9443,пассажирским,T
9444,пастернака,R
9445,пастернаке,P
9446,пастернак,V
9447,пастернак,I
9448,пастернаку,D
9449,пастернаком,T
9450,пастуха,R
9451,пастухе,P
9452,пастуха,V
9453,пастух,I
9454,пастуху,D
9455,пастухом,T
9456,пасти,R
9457,пасти,P
9458,пасть,V
9459,пасть,I
9460,пасти,D
9461,пастью,T
9462,патологии,R
9463,патологии,P
9464,патологию,V
9465,патология,I
9466,патологии,D
9467,патологией,T
9468,патриарха,R
9469,патриархе,P
9470,патриарха,V
9471,патриарх,I
9472,патриарху,D
9473,патриархом,T
9474,патриота,R
9475,патриоте,P
9476,патриота,V
9477,патриот,I
9478,патриоту,D
9479,патриотом,T
9480,патриотизма,R
9481,патриотизме,P
9482,патриотизм,V
9483,патриотизм,I
9484,патриотизму,D
9485,патриотизмом,T
9486,паука,R
9487,пауке,P
9488,паука,V
9489,паук,I
9490,пауку,D
9491,пауком,T
9492,пафоса,R
9493,пафосе,P
9494,пафос,V
9495,пафос,I
9496,пафосу,D
9497,пафосом,T
9498,пацана,R
9499,пацане,P
9500,пацана,V
9501,пацан,I
9502,пацану,D
9503,пацаном,T
9504,пациента,R
9505,пациенте,P
9506,пациента,V
9507,пациент,I
9508,пациенту,D
9509,пациентом,T
9510,певца,R
9511,певце,P
9512,певца,V
9513,певец,I
9514,певцу,D
9515,певцом,T
9516,педали,R
9517,педали,P
9518,педаль,V
9519,педаль,I
9520,педали,D
9521,педалью,T
9522,пейзажа,R
9523,пейзаже,P
9524,пейзаж,V
9525,пейзаж,I
9526,пейзажу,D
9527,пейзажем,T
9528,пения,R
9529,пении,P
9530,пение,V
9531,пение,I
9532,пению,D
9533,пением,T
9534,пенсии,R
9535,пенсии,P
9536,пенсию,V
9537,пенсия,I
9538,пенсии,D
9539,пенсией,T
9540,пепла,R
9541,пепле,P
9542,пепел,V
9543,пепел,I
9544,пеплу,D
9545,пеплом,T
9546,первенства,R
9547,первенстве,P
9548,первенство,V
9549,первенство,I
9550,первенству,D
9551,первенством,T
9552,первого,R
9553,первом,P
9554,первое,V
9555,первое,I
9556,первому,D
9557,первым,T
9558,перевала,R
9559,перевале,P
9560,перевал,V
9561,перевал,I
9562,перевалу,D
9563,перевалом,T
9564,перевода,R
9565,переводе,P
9566,перевод,V
9567,перевод,I
9568,переводу,D
9569,переводом,T
9570,переводчика,R
9571,переводчике,P
9572,переводчика,V
9573,переводчик,I
9574,переводчику,D
9575,переводчиком,T
9576,переворота,R
9577,перевороте,P
9578,переворот,V
9579,переворот,I
9580,перевороту,D
9581,переворотом,T
9582,передвижения,R
9583,передвижении,P
9584,передвижение,V
9585,передвижение,I
9586,передвижению,D
9587,передвижением,T
9588,переднего,R
9589,переднем,P
9590,переднего,V
9591,передний,I
9592,переднему,D
9593,передним,T
9594,передового,R
9595,передовом,P
9596,передового,V
9597,передовой,I
9598,передовому,D
9599,передовым,T
9600,переезда,R
9601,переезде,P
9602,переезд,V
9603,переезд,I
9604,переезду,D
9605,переездом,T
9606,переживания,R
9607,переживании,P
9608,переживание,V
9609,переживание,I
9610,переживанию,D
9611,переживанием,T
9612,перекрестка,R
9613,перекрестке,P
9614,перекресток,V
9615,перекресток,I
9616,перекрестку,D
9617,перекрестком,T
9618,перелета,R
9619,перелете,P
9620,перелет,V
9621,перелет,I
9622,перелету,D
9623,перелетом,T
9624,перелома,R
9625,переломе,P
9626,перелом,V
9627,перелом,I
9628,перелому,D
9629,переломом,T
9630,перемещения,R
9631,перемещении,P
9632,перемещение,V
9633,перемещение,I
9634,перемещению,D
9635,перемещением,T
9636,переноса,R
9637,переносе,P
9638,перенос,V
9639,перенос,I
9640,переносу,D
9641,переносом,T
9642,переписи,R
9643,переписи,P
9644,перепись,V
9645,перепись,I
9646,переписи,D
9647,переписью,T
9648,перерыва,R
9649,перерыве,P
9650,перерыв,V
9651,перерыв,I
9652,перерыву,D
9653,перерывом,T
9654,пересечения,R
9655,пересечении,P
9656,пересечение,V
9657,пересечение,I
9658,пересечению,D
9659,пересечением,T
9660,пересмотра,R
9661,пересмотре,P
9662,пересмотр,V
9663,пересмотр,I
9664,пересмотру,D
9665,пересмотром,T
9666,переулка,R
9667,переулке,P
9668,переулок,V
9669,переулок,I
9670,переулку,D
9671,переулком,T
9672,перехода,R
9673,переходе,P
9674,переход,V
9675,переход,I
9676,переходу,D
9677,переходом,T
9678,перца,R
9679,перце,P
9680,перец,V
9681,перец,I
9682,перцу,D
9683,перцем,T
9684,перечня,R
9685,перечне,P
9686,перечень,V
9687,перечень,I
9688,перечню,D
9689,перечнем,T
9690,периода,R
9691,периоде,P
9692,период,V
9693,период,I
9694,периоду,D
9695,периодом,T
9696,пера,R
9697,пере,P
9698,перо,V
9699,перо,I
9700,перу,D
9701,пером,T
9702,персонажа,R
9703,персонаже,P
9704,персонажа,V
9705,персонаж,I
9706,персонажу,D
9707,персонажем,T
9708,персонала,R
9709,персонале,P
9710,персонал,V
9711,персонал,I
9712,персоналу,D
9713,персоналом,T
9714,пса,R
9715,псе,P
9716,пса,V
9717,пес,I
9718,псу,D
9719,псом,T
9720,петуха,R
9721,петухе,P
9722,петуха,V
9723,петух,I
9724,петуху,D
9725,петухом,T
9726,пети,R
9727,пете,P
9728,петю,V
9729,петя,I
9730,пете,D
9731,петей,T
9732,печали,R
9733,печали,P
9734,печаль,V
9735,печаль,I
9736,печали,D
9737,печалью,T
9738,печати,R
9739,печати,P
9740,печать,V
9741,печать,I
9742,печати,D
9743,печатью,T
9744,печени,R
9745,печени,P
9746,печень,V
9747,печень,I
9748,печени,D
9749,печенью,T
9750,печенья,R
9751,печенье,P
9752,печенье,V
9753,печенье,I
9754,печенью,D
9755,печеньем,T
9756,пива,R
9757,пиве,P
9758,пиво,V
9759,пиво,I
9760,пиву,D
9761,пивом,T
9762,пиджака,R
9763,пиджаке,P
9764,пиджак,V
9765,пиджак,I
9766,пиджаку,D
9767,пиджаком,T
9768,пика,R
9769,пике,P
9770,пик,V
9771,пик,I
9772,пику,D
9773,пиком,T
9774,пилота,R
9775,пилоте,P
9776,пилота,V
9777,пилот,I
9778,пилоту,D
9779,пилотом,T
9780,пионера,R
9781,пионере,P
9782,пионера,V
9783,пионер,I
9784,пионеру,D
9785,пионером,T
9786,пирата,R
9787,пирате,P
9788,пирата,V
9789,пират,I
9790,пирату,D
9791,пиратом,T
9792,пирога,R
9793,пироге,P
9794,пирог,V
9795,пирог,I
9796,пирогу,D
9797,пирогом,T
